Right Answer	Predicted Answer	Norm Right Answer	Norm Predicted Answer	speed	currentSlope	ftpSecondsSavedPerKm	currentDraftPct	currentDrafteeCount	closestDrafteeFtpSecondsSavedPerKm	pctOfRaceComplete	metersLeftToClimb	metersLeftToClimbCurrentUphill	metersLeftToDescend	metersLeftToDescentCurrentDownhill	avgSlopeCurrentUphill	avgSlopeCurrentDownhill	last30SecPctFtp	last5MinPctFtp	gapToGroupAhead	closeRateGroupAhead	gapToGroupBehind	closeRateGroupBehind	biggestLeechInGroupFtpSecondsSavedPerKm	groupSize	ridersAheadOfGroup	raceTotalLength	pctOfRaceToFinish	negAvgSlopeCurrentDownhill	negAvgSlopeCurrentUphill	instantSlope	heightDeltaInCurrentHill	heightDeltaRemaining	terminalVelocityAtFtp	deltaToTerminalVelocity	victoryMargin	victoryOrLossMargin	distance-passed-250	distanceleft-passed-250	distance-passed-500	distanceleft-passed-500	distance-passed-1000	distanceleft-passed-1000	distance-passed-1500	distanceleft-passed-1500	distance-passed-2500	distanceleft-passed-2500	distance-passed-3500	distanceleft-passed-3500	distance-passed-4500	distanceleft-passed-4500	distance-passed-5000	distanceleft-passed-5000	distance-passed-7500	distanceleft-passed-7500	distance-passed-10000	distanceleft-passed-10000	distance-passed-15000	distanceleft-passed-15000	aiRatingForDistanceCovered	aiRatingForMapLength	aiRatingForDistanceLeft	rankInGroup
1.12905753	1.04426622	0.51663399	0.47783524	6.33058071	0.01040486	0.00298065	0.67423129	0.00000000	0.00000000	0.01778377	297.17727661	5.19982910	393.83639526	0.00000000	0.01040486	0.00000000	1.05240893	0.77148354	0.00000000	-0.02410750	2.02727175	-0.19024815	0.00046674	2.00000000	0.00000000	24987.50000000	0.98221624	0.00000000	-0.01040486	5.48503304	5.19982910	297.17727661	6.40625000	-0.07566909	2.02727175	2.02727175	1.00000000	1.00000000	0.88874412	1.00000000	0.44437206	1.00000000	0.29624805	1.00000000	0.17774883	1.00000000	0.12696345	1.00000000	0.09874935	1.00000000	0.08887441	1.00000000	0.05924961	1.00000000	0.04443721	1.00000000	0.02962480	1.00000000	1.79445505	0.95770568	0.96038741	0.50000000
0.81828159	0.66155553	0.37442920	0.30271450	11.66254616	0.01405934	0.00748711	0.80222368	1.00000000	0.00794397	0.34147307	117.74328613	2.38889289	154.66212463	0.00000000	0.01405934	0.00000000	0.92909288	0.94565886	0.00000000	0.30673572	0.00000000	-0.25412250	0.00794397	3.00000000	2.00000000	16991.50000000	0.65852690	0.00000000	-0.01405934	1.40593410	2.38889289	117.74328613	11.06250000	0.60004592	0.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.77361864	1.00000000	0.58021396	1.00000000	0.38680932	0.74595737	1.20240259	1.01702678	1.08543611	0.33333334
1.25236368	1.33197439	0.57305646	0.60948467	7.78885984	0.02665001	0.00201681	0.00000000	0.00000000	0.00000000	0.34479472	110.25400543	19.97751236	165.42701721	0.00000000	0.02665001	0.00000000	0.90278202	0.96723467	32.44517899	0.95987606	4.72096300	-1.12791848	0.00000000	1.00000000	2.00000000	14992.50000000	0.65520525	0.00000000	-0.02665001	5.16377020	19.97751236	110.25400543	6.68750000	1.10135972	0.00000000	-32.44517899	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.68924463	1.00000000	0.51693350	0.98231649	0.34462231	0.65487766	1.22423661	1.03705788	1.10768712	0.00000000
0.89745456	0.89893728	0.41065717	0.41133562	18.48720741	0.02770483	0.00591224	0.85239398	1.00000000	0.00626154	0.57790905	46.04898834	14.39930630	68.02482605	0.00000000	0.02770483	0.00000000	0.93310779	1.13661063	0.00000000	-0.02082013	0.00000000	0.10035589	0.00626154	3.00000000	0.00000000	12993.50000000	0.42209095	0.00000000	-0.02770483	-3.92103481	14.39930630	46.04898834	18.06250000	0.42470750	0.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.73125851	0.75090611	0.54844385	0.50060409	0.36562926	1.15504050	1.06044352	1.21300030	0.33333334
1.16509092	1.15254247	0.53312218	0.52738023	8.22773457	0.02035984	0.00652803	0.00000000	1.00000000	0.00317642	0.26397848	93.34450531	2.64545584	123.49217224	0.00000000	0.02035984	0.00000000	1.04711628	1.07832420	0.00000000	0.52630633	0.00000000	0.19525762	0.00531203	4.00000000	1.00000000	12993.50000000	0.73602152	0.00000000	-0.02035984	3.34802747	2.64545584	93.34450531	8.59375000	-0.36601567	0.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.98000127	1.00000000	0.76222324	1.00000000	0.68600088	1.00000000	0.45733392	1.00000000	0.34300044	0.95634955	0.22866696	0.63756639	1.30504382	1.06044352	1.11232102	0.25000000
0.87316632	1.01350617	0.39954334	0.46376002	8.35824585	0.01596876	0.00368198	0.00000000	0.00000000	0.00000000	0.91170716	24.36988831	15.96077728	0.12679918	0.00000000	0.01596876	0.00000000	1.13466477	1.03839517	5.25472164	-1.25074887	17.55872917	0.39788765	0.00000000	1.00000000	1.00000000	19990.00000000	0.08829285	0.00000000	-0.01596876	2.87694287	15.96077728	24.36988831	9.15625000	-0.79800379	0.00000000	-5.25472164	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.70598966	1.00000000	0.50427830	1.00000000	0.39221647	1.00000000	0.35299483	1.00000000	0.23532988	1.00000000	0.17649741	1.00000000	0.11766494	1.00598025	0.99159348	1.44740856	0.00000000
1.51127267	1.33762801	0.69152796	0.61207169	8.61709499	0.02222309	0.00414565	0.34059316	0.00000000	0.00000000	0.13426735	171.94497681	23.32258034	178.48780823	0.00000000	0.02222309	0.00000000	1.28705633	0.87564456	0.78358251	-0.19726858	11.49092674	1.98836899	0.00259543	2.00000000	1.00000000	14992.50000000	0.86573267	0.00000000	-0.02222309	3.48105979	23.32258034	171.94497681	8.43750000	0.17959543	0.00000000	-0.78358251	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.80520129	1.00000000	0.57514375	1.00000000	0.44733405	1.00000000	0.40260065	1.00000000	0.26840043	1.00000000	0.20130032	1.00000000	0.13420022	0.86529976	1.41805220	1.03705788	1.06062174	0.50000000
0.81459856	0.95841449	0.37274390	0.43855119	9.14321995	0.01478398	0.00028812	0.05730610	0.00000000	0.00000000	0.58501244	96.63102722	7.09276390	26.36559105	0.00000000	0.01478398	0.00000000	1.40180099	0.72945809	1.43036079	2.36410689	0.00000000	0.00000000	0.00007422	2.00000000	20.00000000	11994.00000000	0.41498759	0.00000000	-0.01478398	2.88143349	7.09276390	96.63102722	9.15625000	-0.01302975	0.00000000	-1.43036079	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99547225	0.93555182	0.66364813	0.70166391	0.49773613	0.46777591	0.33182406	1.16731334	1.07375348	1.23147762	0.50000000
0.81459856	0.67134511	0.37274390	0.30719402	17.45824051	-0.01597315	0.00286367	0.00000000	0.00000000	0.00000000	0.41678917	96.91912842	0.00000000	125.62292480	18.67924309	0.00000000	0.01597315	0.81407917	1.04066038	3.08306193	-0.76563793	1.75114334	-0.50858009	0.00000000	1.00000000	8.00000000	12993.50000000	0.58321083	-0.01597315	0.00000000	-5.65640545	-18.67924309	96.91912842	20.09375000	-2.63550854	0.00000000	-3.08306193	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.72207338	1.00000000	0.54155505	0.75779498	0.36103669	0.50519663	1.21539199	1.06044352	1.15339804	0.00000000
1.20072722	1.12009668	0.54942864	0.51253372	11.45530319	0.03874345	0.00938696	0.77683693	0.00000000	0.00000000	0.12716544	167.53120422	75.51196289	124.94885254	0.00000000	0.03874345	0.00000000	0.93014139	0.74218321	0.00000000	0.23067211	0.00000000	0.28260124	0.00857123	4.00000000	0.00000000	12993.50000000	0.87283456	0.00000000	-0.03874345	3.47110796	75.51196289	167.53120422	8.43750000	3.01780319	0.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.66092962	1.00000000	0.47209257	1.00000000	0.36718312	1.00000000	0.33046481	1.00000000	0.22030987	1.00000000	0.16523241	1.00000000	0.11015493	0.75607842	1.46236110	1.06044352	1.08315897	0.50000000
